ID,CALL,CN,TYPE,INDEX
 ,reg_NOTYET,OM,DuoDiscus xt,1
 ,reg_NOTYET,AB,Arcus T,1.05
 ,reg_NOTYET,MD,ASG 32 Mi,1.05
 ,reg_NOTYET,GA,ASG 32 Mi,1.05
 ,reg_NOTYET,TBA,TBA,99
 ,reg_NOTYET,TS,Twin Shark,1.05
 ,reg_NOTYET,AM,Arcus M,1.05
 ,reg_NOTYET,V4,Duo Discus T,1
 ,reg_NOTYET,FP,Arcus T,1.05
 ,reg_NOTYET,V9,Arcus M,1.05
 ,reg_NOTYET,1,Arcus M,1.05
 ,reg_NOTYET,66,Arcus T,1.05
 ,reg_NOTYET,V8,Arcus T,1.05
 ,reg_NOTYET,BPG,Arcus M,1.05
