ID,CALL,CN,TYPE,INDEX
FLRDDFA81,CC-PQZ,QZ,Ventus 2cT/18m,118
FLRDDF0DE,CC-ASZ,SZ,DG 1000/20m,110
FLRDF1376,CC-AIG,IG,Arcus M,114
FLRDDF9D8,CC-PQV,QV,Ventus 2,114
FLRDDFD1F,CC-PYV,YV,Ventus cT 17.6m,115
FLRDF0CBA,CC-AVR,VR,Ventus 2cM/18m,118
