ID,CALL,CN,TYPE,INDEX
 ,reg_NOTYET,P,JS 1C,98
 ,reg_NOTYET,TBA,TBA,86
 ,reg_NOTYET,AS,Quintus M,110
 ,reg_NOTYET,3G,LAK-20T,120
 ,reg_NOTYET,BJ,JS1c-tj-21m,121
 ,reg_NOTYET,EX,EB 28 Edition,124
 ,reg_NOTYET,TBA,TBA,86
 ,reg_NOTYET,SB,JS1-C,98
 ,reg_NOTYET,HAB,JS1-21,92
 ,reg_NOTYET,EJ,EB 29,125
 ,reg_NOTYET,EJ,JS1c 21m,121
 ,reg_NOTYET,IP3,EB29 DR,125
 ,reg_NOTYET,DD,EB 29 DR,125
 ,reg_NOTYET,LEO,EB 29,125
 ,reg_NOTYET,WB,EB 29,125
 ,reg_NOTYET,EB,JS 1c 21m,121
 ,reg_NOTYET,B52,JS1 21m,121
