#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','4B4DDA','HK36 Super Dimona','HB-2355','SGS','Y','Y'
'I','4B4DDB','Duo Discus t','HB2356','BSL','Y','Y'
'I','4B4DE0','IS-28M2','HB2361','','Y','Y'
'I','4B4DE2','HK36 Super Dimona','HB-2363','363','Y','Y'
'I','4B4DEC','HK36 Super Dimona','HB-2373','373','Y','Y'
'F','4B4DEF','HK36 Super Dimona','HB-2376','','Y','Y'
'I','4B4DF0','HK36 Super Dimona','HB-2377','','Y','Y'
'I','4B4E04','DG-400','SE-UOI','','Y','Y'
'I','4B4E0C','Antares 20 E','HB-2405','FU','Y','Y'
'I','4B4E0F','Ventus 2cM','HB-2408','WAB','Y','Y'
'I','4B4E15','Antares 20 E','HB2414','PO','Y','Y'
'I','4B4E1C','DG-1000 T','HB-2421','','Y','Y'
'I','4B4E1D','SF-25','HB-2422','422','Y','Y'
'I','4B4E21','Antares 20 E','HB-2426','XB','Y','Y'
'I','4B4E24','Antares 20 E','HB-2429','DC1','Y','Y'
'F','4B4E28','Ventus 2cxM','HB-2433','EH','Y','Y'
'I','4B4E33','ASW-28t','HB2444','B18','Y','Y'
'I','4B4E39','ASK-21 MI','HB-2450','','Y','Y'
'F','4B4E40','Duo Discus xlt','HB-2457','TQ','Y','Y'
'I','4B4E49','Discus 2cT','HB-2466','KF','Y','Y'
'I','4B4E4A','Arcus T','HB-2467','SX','Y','Y'
'I','4B4E4D','Arcus T','HB-2470','SQ','Y','Y'
'I','4B4E4E','Arcus M','HB2471','BF1','Y','Y'
'I','4B4E4F','ASH-31 MI','HB-2472','RD','Y','Y'
'I','4B4E52','Antares 20 E','HB-2475','T5','Y','Y'
'I','4B4E57','Arcus M','HB-2480','','Y','Y'
'I','4B4E58','DG-1000','HB-2481','','Y','Y'
'F','4B4E5A','ASW-20','D-1270','WM','Y','Y'
'F','4B4E5D','Arcus T','HB-2486','RB','Y','Y'
'I','4B4E68','Arcus T','HB-2497','AT','Y','Y'
'I','4B4E6B','Arcus M','HB-2500','','Y','Y'
'I','4B4E6C','ASH-31 MI','HB-2501','ZZ','Y','Y'
'F','4B4E6F','Arcus T','HB-2504','W1','Y','Y'
'I','4B4E70','DG-1000','HB2505','FB','Y','Y'
'I','4B4E72','ASG-29','HB-2507','PR','Y','Y'
'I','4B4E7F','ASH-31 MI','HB-2520','DK','Y','Y'
'I','4B4E83','Arcus T','HB2524','IT','Y','Y'
'I','4B4E86','Ventus 2cxM','HB-2527','X6','Y','Y'
'I','4B4E87','Arcus T','HB-2528','KA','Y','Y'
'F','4B4ED9','SB-10','HB-2610','S10','Y','Y'
'I','4B506F','Twin Astir III','HB-3016','','Y','Y'
'I','4B5075','Discus','HB-3022','DW','Y','Y'
'I','4B507A','Discus','HB3027','27','Y','Y'
'I','4B508A','Discus','HB-3043','DX','Y','Y'
'I','4B5090','ASH-25','HB-3049','AM','Y','Y'
'I','4B5095','ASK-23','HB3054','BP','Y','Y'
'I','4B5096','ASK-23','HB3055','BQ','Y','Y'
'F','4B50B2','DG-500','HB-3083','WO','Y','Y'
'I','4B50B7','PA-25 Pawnee','G-CTUG','TUG','Y','Y'
'F','4B50C2','ASK-21','HB3099','','Y','Y'
'F','4B50C3','Janus C','HB3100','','Y','Y'
'F','4B50C4','Discus','HB3101','','Y','Y'
'I','4B50C8','Discus','HB-3105','XT','Y','Y'
'F','4B50CF','SZD-51 Junior','HB-3112','WZ','Y','Y'
'I','4B50D4','LS-4','HB-3117','','Y','Y'
'F','4B50E3','Unknown','HY','','Y','Y'
'F','4B50E7','SZD-51 Junior','HB-3136','WJ','Y','Y'
'I','4B50EF','LS-4','HB-3144','','Y','Y'
'F','4B50F6','DG-800','HB-3151','ZA','Y','Y'
'F','4B50F7','DG-800','HB-3152','ZB','Y','Y'
'F','4B50F8','Duo Discus','HB-3153','W2','Y','Y'
'I','4B50FF','Duo Discus x','HB-3160','1M','Y','Y'
'I','4B510A','LS-4','HB3171','8F','Y','Y'
'I','4B510C','DG-800','HB-3173','','Y','Y'
'I','4B510D','LS-4','HB-3174','','Y','Y'
'F','4B5119','LS-8','HB-3186','QF','Y','Y'
'I','4B511A','LS-4','HB3187','9F','Y','Y'
'F','4B511F','Ventus 2','HB-3192','WX','Y','Y'
'I','4B512C','DG-505','HB-3205','5P','Y','Y'
'I','4B5130','ASW-27','HB-3209','CD','Y','Y'
'F','4B5131','LS-6 18','HB 3210','ER','Y','Y'
'I','4B5134','LS-8 18','HB-3213','F7','Y','Y'
'I','4B5135','Duo Discus x','HB-3214','V10','Y','Y'
'I','4B513F','Duo Discus','HB3224','IB','Y','Y'
'I','4B5143','DG-505','HB-3228','V11','Y','Y'
'F','4B515D','LS-8 18','HB-3254','W7','Y','Y'
'I','4B5161','ASW-27','HB-3258','EU','Y','Y'
'I','4B5167','ASW-27','HB-3264','ZX','Y','Y'
'F','4B5169','DG-505','HB3266','','Y','Y'
'I','4B516C','ASW-27','HB-3269','TW','Y','Y'
'I','4B516E','LS-4','HB3271','71','Y','Y'
'I','4B5171','Discus 2','HB-3274','UB','Y','Y'
'I','4B5173','DG-505','HB-3276','V9','Y','Y'
'F','4B5174','Duo Discus','HB-3277','IY','Y','Y'
'I','4B5175','Duo Discus','D-1377','LD','Y','Y'
'I','4B5176','Duo Discus','HB-3279','AI','Y','Y'
'I','4B517B','LS-8 18','HB3284','XF','Y','Y'
'F','4B517F','Unknown','KH','','Y','Y'
'F','4B5182','Discus 2','HB-3291','W6','Y','Y'
'F','4B5188','LS-8 18','HB-3297','MF','Y','Y'
'I','4B5190','Discus 2','HB-3305','Z1','Y','Y'
'I','4B519B','Discus 2','HB-3316','Q2','Y','Y'
'I','4B51A1','Discus 2','HB-3322','2M','Y','Y'
'I','4B51AB','Ventus 2','HB-3332','ID','Y','Y'
'I','4B51AC','LS-8 18','HB3333','AB','Y','Y'
'I','4B51B4','ASW-28','HB-3341','AK','Y','Y'
'F','4B51BB','ASW-27','HB-3348','LE','Y','Y'
'I','4B51BC','Discus 2','HB-3349','X2','Y','Y'
'I','4B51BD','Duo Discus','HB-3350','SV','Y','Y'
'I','4B51C7','LS-8 18','HB3360','12F','Y','Y'
'I','4B51C8','DG-1000','HB-3361','N4','Y','Y'
'I','4B51CA','ASW-28','HB-3363','AW','Y','Y'
'I','4B51D1','ASW-28 18','HB3370','B28','Y','Y'
'F','4B51D2','ASW-28 18','HB-3371','CY','Y','Y'
'I','4B51D3','Other','HB-3372','','Y','Y'
'F','4B51D7','ASW-28','HB-3376','ZC','Y','Y'
'I','4B51DA','ASW-28','HB-3379','8S','Y','Y'
'F','4B51DC','ASW-28','HB-3381','ZE','Y','Y'
'I','4B51E2','Duo Discus','HB-3387','PP','Y','Y'
'F','4B51E3','Unknown','OH','','Y','Y'
'F','4B51EE','Nimbus 2','HB-3399','EL','Y','Y'
'I','4B51F2','ASW-28','HB-3403','7S','Y','Y'
'F','4B51F3','SZD-51 Junior','HB3404','','Y','Y'
'I','4B51F5','DG-1000','HB3406','QF','Y','Y'
'I','4B51FC','Duo Discus xl','HB-3413','KD','Y','Y'
'I','4B51FD','ASG-29','HB-3414','AE','Y','Y'
'I','4B51FE','Duo Discus x','HB-3415','SI','Y','Y'
'I','4B51FF','Duo Discus x','HB-3416','SG','Y','Y'
'I','4B5208','ASG-29','HB-3425','4S','Y','Y'
'I','4B520D','ASG-29','HB-3430','5S','Y','Y'
'F','4B520F','DG-1000','HB-3432','RA','Y','Y'
'F','4B5211','Unknown','EVH','','Y','Y'
'I','4B5218','Discus 2c','HB-3441','Z9','Y','Y'
'I','4B521A','ASG-29','HB-3443','AF','Y','Y'
'F','4B521D','ASG-29','HB-3446','CE','Y','Y'
'I','4B5221','ASG-29','HB-3450','KB','Y','Y'
'F','4B5222','Discus 2c','HB-3451','ZD','Y','Y'
'F','4B5223','Discus 2c','HB-3452','ZW','Y','Y'
'I','4B5229','ASG-29','HB-3458','KE','Y','Y'
'O','4B534B','Other','TEST','','Y','Y'
'I','4B7F5D','Motorplane','R-711','MIL','Y','Y'
'I','4B7F66','Motorplane','V-619','MIL','Y','Y'
'I','4B7F78','Motorplane','T-741','741','Y','Y'
'I','4B7FE2','Helicopter','T-331','VIP','Y','Y'
'F','4BAC09','Ventus cM','D-KSSW','SW','Y','Y'
'I','4CA4ED','ASH-31 MI','D-KRAR','R2','Y','Y'
'F','505DA5','PA-28','OM-EMM','EMM','Y','Y'
'F','505F24','WT9 Dynamic','OM-DYD','DYD','Y','Y'
'I','5239DD','DG-1000 T','G-RIEF','EF','Y','Y'
'I','552494','Pegase','F-CGFR','FR','Y','Y'
'F','56ACAE','Libelle Std','D-5775','Uli','Y','Y'
'I','5C54C9','LS-7','VH-GDQ','DQ','Y','Y'
'F','5D8532','WT9 Dynamic','HB-WZN','','Y','Y'
'I','61732F','LS-7','','FK','Y','Y'
'F','67B105','Ka-8','JB','JB','Y','Y'
'F','687ED5','ASH-25','HB-3191','IQ','Y','Y'
'I','688F4C','Ka-6 cr','PH-1085','GF','Y','Y'
'O','6A6F67','ASH-31 MI','D-KKJM','9X','Y','Y'
'I','6B822C','Duo Discus t','G CKCV','WE4','Y','Y'
'F','78F91E','LS-4','OY-XMO','L7','Y','Y'
'F','7938F2','DG-400','1234','','Y','Y'
'I','7ABD47','ASK-21','SE-UMP','MP','Y','Y'
'I','7C017D','Towplane','VH-AKV','','Y','Y'
'I','7C0C6F','LS-3','VH-CQP','CQP','Y','Y'
'I','7C1938','EC 135','D-HXAD','','Y','Y'
'I','7C1E8C','Libelle Std','VH-GBI','BI','Y','Y'
'I','7C1ED3','DG-300','VH-GDH','DH','Y','Y'
'I','7C2016','Cirrus Std','VH-GMG','MG','Y','Y'
'I','7C2044','Ka-6 cr','VH-GNQ','NQ','Y','Y'
'I','7C2095','ASK-13','VH-GPZ','PZ','Y','Y'
'I','7C2188','Janus A','VH-GWQ','WQ','Y','Y'
'I','7C2556','Ka-7','VH-HNS','','Y','Y'
'I','7C2B53','SZD-48-1 Jantar Std 2','VH-IUD','IUD','Y','Y'
'F','7C3949','ASW-28 18','VH-LLK','LLK','Y','Y'
'I','7C4A03','SZD-50 Puchacz','VH-OWL','OWL','Y','Y'
'F','7C4A44','JS-1 C18 Evo','VH-OYE','B3','Y','Y'
'I','7C66A8','LS-4','VH-UKA','UKA','Y','Y'
'I','7C766A','SZD-51 Junior','VH-XOC','XOC','Y','Y'
'I','7C7BB2','PW-6','VH-YPW','YPW','Y','Y'
'I','87241F','DG-505','VH-VMF','VMF','Y','Y'
'I','8D200B','Duo Discus t','HB-2492','KI','Y','Y'
'F','903A65','DG-800','D-KWAG','AG','Y','Y'
'I','910390','ASK-21','HB-1591','-','Y','Y'
'F','910615','DJI Phantom','Kuba','JSZ','Y','Y'
'I','910663','ASK-21','HB-1590','-','Y','Y'
'I','9909D3','Ventus','OY-HSX','HS','Y','Y'
'F','99ACED','Astir CS','','','Y','Y'
'I','9A8561','Capstan','BUC','A23','Y','Y'
'I','9B464C','Discus 2','D-9820','9S','Y','Y'
'O','9D3757','ASK-21','D-6185','FG','Y','Y'
'F','9F9B35','ASK-23','OY-RKX','RK','Y','Y'
'I','A01413','Unknown','N104FF','4FF','Y','Y'
'F','A1EC65','Cessna 152','D-EOPS','','Y','Y'
'I','A2A66D','ASW-27','N27ZL','ZL','Y','Y'
'I','A2AAA5','Ventus c','VH-VTM','TM','Y','Y'
'I','A65223','H36 Dimona','n506vp','','Y','Y'
'I','A81B12','Ka-8','MA','MA','Y','Y'
'F','A8E5AA','Eurostar EV97','D-MWWA','WA','Y','Y'
'O','ACBE53','SZD-50 Puchacz','SP-3181','AK','Y','Y'
'O','ACF001','Ventus','D-4490','B1','Y','Y'
'F','AEA0FD','ASK-21','OY-XKO','R2','Y','Y'
'F','BAABAA','Unknown','','PW','Y','Y'
'O','BAB501','Different Aircraft','BABS-M','BAB','Y','Y'
'O','BADADD','Unknown','TEMP','ZZZ','Y','Y'
'I','C003B6','ASW-20','C-FBKN','MZ','Y','Y'
'I','C0041E','Libelle Std','C-FBON','BON','Y','Y'
'F','C0080B','LAK-17B FES','C-FDBE','DB','Y','Y'
'I','C02487','ASW-20','C-FNVQ','VQ','Y','Y'
'I','C03436','LS-1 c','C-FTUB','CB','Y','Y'
'I','C043EC','LAK-17B FES','C-FZST','ST','Y','Y'
'I','C04D8F','Janus CM','C-GDJQ','DJQ','Y','Y'
'I','C05358','PIK-20 D','C-GFOP','OP','Y','Y'
'F','C0557F','SZD-51 Krokus','C-GGJU','JU','Y','Y'
'I','C057D7','SZD-50 Puchacz','C-GHGW','HGW','Y','Y'
'I','C059D3','Twin Astir II','C-GIAK','IAK','Y','Y'
'F','C05A62','Blanik','C-GIFX','IFX','Y','Y'
'I','C05B33','PIK-20 D','C-CINY','GY','Y','Y'
'F','C05CBA','SZD-50 Puchacz','C-GJCZ','JCZ','Y','Y'
'F','C05FDB','ASW-24','C-GKHU','M7','Y','Y'
'F','C06A0C','SZD-55','','TJ','Y','Y'
'I','C06EDF','LS-4','C-GPZQ','84','Y','Y'
'F','C0789B','ASW-20','C-GTRM','RM','Y','Y'
'I','C07DA9','LAK-17 A','C-GVPG','PG','Y','Y'
'F','C081B6','SZD-55','C-GXDD','2D','Y','Y'
'F','C0FE8E','Cessna 172','D-EYSY','','Y','Y'
'O','C12D63','UFO','EC-AC7','AC7','Y','Y'
'I','C63E4C','DA20 Katana','D-EZIC','','Y','Y'
'I','C8010F','Towplane','ZK-BRB','','Y','Y'
'I','C8088B','Twin Astir I','ZK-GMN','MN','Y','Y'
'I','C80899','Twin Astir II','ZK-GNE','NE','Y','Y'
'I','C8089B','Std. Astir II','ZK-GNG','NG','Y','Y'
'I','C80B30','PA-25 Pawnee','ZK-PPA','PPA','Y','Y'
'I','C80B44','Ventus bT','ZK-GSP','','Y','Y'
'I','C80B67','Hornet','ZK-GOL','OL','Y','Y'
'I','C80C93','Ventus ct','ZK-GTX','TX','Y','Y'
'I','C81084','Unknown','ZK-OMA','OMA','Y','Y'
'I','C81326','Duo Discus','ZK-GNS','NS','Y','Y'
'I','C814EA','Discus','ZK-GNM','NM','Y','Y'
'I','C8158E','Duo Discus','ZK-GYL','YL','Y','Y'
'I','C81649','Discus','ZK-GEE','EE','Y','Y'
'I','C816B9','Duo Discus t','ZK-GTT','TT','Y','Y'
'I','C81743','DG-300','ZK-GBA','BA','Y','Y'
'I','C81758','Duo Discus','ZK-GRZ','RZ','Y','Y'
'I','C81943','LS-4','ZK-GKP','KP','Y','Y'
'I','C8197E','Duo Discus','ZK-GZR','ZR','Y','Y'
'I','C81B2B','Duo Discus x','ZK-GDD','DD','Y','Y'
'I','C81C7E','ASG-29E','ZK-GRT','RT','Y','Y'
'I','C81D4C','Discus 2c','ZK-GXG','XG','Y','Y'
'I','C81D4D','Duo Discus xl','ZK-GQQ','QQ','Y','Y'
'I','C81DF8','Duo Discus xlt','ZK-GXT','XT','Y','Y'
'I','C821A9','JS-1 B Revelation','ZK-GOB','OB','Y','Y'
'O','C9C26C','UFO','EC-AC5','AC5','Y','Y'
'I','CCD8D3','Astir CS','D-4206','06','Y','Y'
'O','CDDD34','UFO','EC-AC6','AC6','Y','Y'
'F','CEEAC6','','','','Y','N'
'F','D0C180','Twin Astir I','D-7484','HC','Y','Y'
'O','D17241','Cirrus Std','D-HULI','LI','Y','Y'
'F','DD00DB','WT9 Dynamic','F-JUFF','FF','Y','Y'
'F','DD010A','ASW-27','D-6327','HH','Y','Y'
'F','DD016F','SF-25','D-KDFN','FN','Y','Y'
'F','DD01A4','DG-600','D-KIHR','HR','Y','Y'
'F','DD01E3','LAK-17 A','G-CKCR','FK','Y','Y'
'F','DD01FC','Grob G109','D-KERK','RK','Y','Y'
'F','DD01FE','DA40','D-ENWR','WR','Y','Y'
'F','DD0223','ASK-21','D-5297','97','Y','Y'
'F','DD0230','ASW-20','D-7670','70','Y','Y'
'F','DD0247','ASK-21','D-5371','HL','Y','Y'
'F','DD043B','DG-800','D-8003','JPS','Y','Y'
'F','DD0525','Helicopter','HB-ZKZ','ZKZ','Y','Y'
'F','DD0565','ASW-27','D-6817','JH','Y','Y'
'F','DD05B6','ASW-24','','68','Y','Y'
'F','DD0666','Drone/UAV','','','Y','Y'
'F','DD066D','Drone/UAV','','','Y','Y'
'F','DD066F','WT9 Dynamic','F-JRXZ','','Y','Y'
'F','DD06E3','Ultralight','','','Y','Y'
'F','DD0750','HK36 Super Dimona','D-KFGT','GT','Y','Y'
'F','DD07F6','Ventus 2ct','OY-XZC','ZC','Y','Y'
'F','DD0807','Sinus','DD0807','','Y','Y'
'F','DD080F','ASK-21','F-CBDZ','DZ','Y','Y'
'F','DD089D','LS-8','ARC-UE','X15','Y','Y'
'F','DD08A7','PIK-20 D','SE-UIS','51','Y','Y'
'F','DD08AE','Kestrel','D-0397','W1','Y','Y'
'F','DD08B2','Duo Discus','F-CHTB','EX','Y','Y'
'F','DD08CE','Pegase','ARC-KP','423','Y','Y'
'F','DD0947','ASW-27','G-BKKH','218','Y','Y'
'F','DD095E','DG-100','EC-HTM','CH','Y','Y'
'F','DD0962','Taurus','D-MDPC','SGS','Y','Y'
'F','DD0982','MS-893 Commodore','F-BRER','ER','Y','Y'
'F','DD0984','Blanik','S5-7188','88','Y','Y'
'F','DD09C9','Duo Discus','ARC-ID','71','Y','Y'
'F','DD09DA','alliance 34','ARC-HN','A15','Y','Y'
'F','DD09E3','Pegase','ARC-NX','AY','Y','Y'
'F','DD0A25','Janus C','ARC-JP','Z9','Y','Y'
'F','DD0A80','Marianne','F-CGTK','TK','Y','Y'
'F','DD0AB5','Pegase','F-CFKI','RI','Y','Y'
'F','DD0ABB','ASW-24','ARC-KG','26','Y','Y'
'F','DD0ACF','ASK-13','F-CEAG','AG','Y','Y'
'F','DD0B51','SF-25','D-KEZL','ZL','Y','Y'
'F','DD0B98','Twin Astir II','EC-LAH','RU','Y','Y'
'F','DD0E11','LS-8','OH-918','SF','Y','Y'
'F','DD0E72','Crystal','F-CBCJ','CJ','Y','Y'
'F','DD0EA3','WA26 Squale','F-CDSP','','Y','Y'
'F','DD0EDC','Libelle Std','OO-ZFS','717','Y','Y'
'F','DD0EF2','JS-1 Revelation','ZS-GCC','FD','Y','Y'
'F','DD0EFE','Astir Club','PH-730','G6','Y','Y'
'F','DD0F06','Pegase','NOG_FU','FU','Y','Y'
'F','DD0F20','ASK-21','PH-1337','G7','Y','Y'
'F','DD0F46','Twin Astir II','F-CFYH','T88','Y','Y'
'F','DD0F62','Mini Nimbus','PH-588','BU','Y','Y'
'F','DD0F67','Astir Club','PH-726','G4','Y','Y'
'F','DD0F9C','Pegase','F-CGFG','FG','Y','Y'
'F','DD0FA5','Nimbus 2','G-DEAJ','2A','Y','Y'
'F','DD0FC3','Ventus ct','G-DFJO','FJO','Y','Y'
'F','DD0FE0','LS-7','G-CFWU','768','Y','Y'
'F','DD0FED','Janus C','J38','J38','Y','Y'
'F','DD0FEE','Pegase','B611','611','Y','Y'
'F','DD0FF7','LAK-17 A','F-CPLE','LE','Y','Y'
'F','DD103F','Mini Nimbus','SE-UVX','VX','Y','Y'
'F','DD1051','Pegase','F-CHDP','DP','Y','Y'
'F','DD10E4','DG-500','SE-UTV','','Y','Y'
'F','DD10E6','LS-1 f','SE-TRG','RG','Y','Y'
'F','DD10FD','LS-8a','SE-USF','SF','Y','Y'
'F','DD110A','Mini Nimbus','SE-UVM','VM','Y','Y'
'F','DD110D','Mosquito','F-CELV','','Y','Y'
'F','DD111A','DG-808 C','SE-OUN','VG','Y','Y'
'F','DD1126','DG-500','SE-UND','VE','Y','Y'
'F','DD1127','DG-1000','SE-UMY','VF','Y','Y'
'F','DD1133','DG-300','SE-UKU','VD','Y','Y'
'F','DD1135','SZD-41 Jantar Std','SE-TNN','H4','Y','Y'
'F','DD1138','LS-8a','SE-UOE','VC','Y','Y'
'F','DD1143','Pegase','F-CGHO','SAS','Y','Y'
'F','DD115B','Pegase','B177','177','Y','Y'
'F','DD1179','ASW-19','OO-YAL','HP','Y','Y'
'F','DD1203','ASG-29E','D-KMEB','EB','Y','Y'
'F','DD120E','Duo Discus','D-4772','LVB','Y','Y'
'F','DD1235','ASK-21','F-CVVA','MX','Y','Y'
'F','DD127A','Cirrus','F-CEFF','C11','Y','Y'
'F','DD128A','Ventus 2ct','D-KFGW','GW','Y','Y'
'F','DD12F3','Cirrus Std','G-CJVU','C74','Y','Y'
'F','DD139D','DG-808 B','D-KKAY','FIM','Y','Y'
'F','DD13AC','LS-8 18','D-4367','TZ','Y','Y'
'F','DD140C','Discus 2cT','OY-SXL','SL','Y','Y'
'F','DD1432','ASG-29E','OY-CGX','CG','Y','Y'
'F','DD145C','Ventus c','PH-1524','HX','Y','Y'
'F','DD147D','ASW-24','HB-2315','AS','Y','Y'
'F','DD14FA','LS-4','PH-859','G8','Y','Y'
'F','DD1504','LS-4','PH-740','G5','Y','Y'
'F','DD1543','LS-8 18','PH-1150','G2','Y','Y'
'F','DD1547','Duo Discus','PH-1099','G3','Y','Y'
'F','DD154D','LS-6','PH-1031','G9','Y','Y'
'F','DD155E','Arcus E','F-CVMP','MP','Y','Y'
'F','DD15C3','Paraglider','D-NLMS','','Y','Y'
'F','DD15CD','DG-300','S5-3093','CF','Y','Y'
'F','DD1788','Pegase','F-B290','290','Y','Y'
'F','DD1789','Nimbus 4D','YR','YR','Y','Y'
'F','DD1797','LS-4','V17','V17','Y','Y'
'F','DD179A','Crystal','2A','2A','Y','Y'
'F','DD17A2','Jodel D140','UA','UA','Y','Y'
'F','DD17AB','Janus B','J20','J20','Y','Y'
'F','DD17AC','Duo Discus','CVA','CVA','Y','Y'
'F','DD17B3','DG-505','VR','VR','Y','Y'
'F','DD17E1','LS-4','V05','V05','Y','Y'
'F','DD17E9','ASW-24','D-4019','AP','Y','Y'
'F','DD17F7','Pegase','G-CKMF','KMF','Y','Y'
'F','DD1804','LAK-17 BT','F-CLHA','HA','Y','Y'
'F','DD1827','HangGlider','','BHP','Y','Y'
'F','DD1841','SZD-48 Jantar Std 2','SP-3219','J9','Y','Y'
'F','DD1843','SZD-48-3 Jantar Std 3','SP-3448','KM','Y','Y'
'F','DD1846','ASK-14','D-KICD','CD','Y','Y'
'F','DD18AC','Pegase','G-CFCB','FCB','Y','Y'
'F','DD192F','LS-1 f','D-5650','H7','Y','Y'
'F','DD19AA','Discus','HA-4471','P','Y','Y'
'F','DD19BE','Helicopter','D-HONK','','Y','Y'
'F','DD19DC','SZD-30 Pirat','G-DEOB','EOB','Y','Y'
'F','DD1A06','Tetra-15','F-JVWG','PM','Y','Y'
'F','DD1A13','Ultralight','F-ZR','ZR','Y','Y'
'F','DD1B8F','SF-25','SE-TUU','','Y','Y'
'F','DD1B93','ASK-21','SE-UFY','FY','Y','Y'
'F','DD1BC4','DG-1000','G-CKFN','DS2','Y','Y'
'F','DD3232','Duo Discus xl','F-CIDR','DR','Y','Y'
'F','DD4CCA','Astir CS','HB-1351','D1','Y','Y'
'F','DD4E21','Libelle Std','OY-ROX','CC','Y','Y'
'F','DD4E26','PIK-20 D','D-7653','FH','Y','Y'
'F','DD4E39','Libelle Std','OY-ROX','CC','Y','Y'
'F','DD4E3C','LS-4','OY-XPX','PX','Y','Y'
'F','DD4E40','ASH-25','F-CLAB','11','Y','Y'
'F','DD4E47','Cirrus Std','G-CJOS','JOS','Y','Y'
'F','DD4E49','ASW-20','G-CFAF','271','Y','Y'
'F','DD4E56','Pegase','F-CHDZ','DZ','Y','Y'
'F','DD4E57','PW-5','EC-GPZ','AJ','Y','Y'
'F','DD4E5D','Discus','G-CHRX','P5','Y','Y'
'F','DD4E65','LS-8 18','','RW','Y','Y'
'F','DD4E68','LS-4','G CHVV','HVV','Y','Y'
'F','DD4E69','Ka-6 cr','CHPO','','Y','Y'
'F','DD4E74','LS-4','HB-1764','','Y','Y'
'F','DD4E76','ASW-24','G-CJTH','L24','Y','Y'
'F','DD4E78','ASW-20','G-EEFK','643','Y','Y'
'F','DD4E7A','ASW-27','','A27','Y','Y'
'F','DD4E7E','Towplane','F-PBZZ','ZZ','Y','Y'
'F','DD4E7F','Duo Discus xlt','HB-2502','','Y','Y'
'F','DD4E80','SF-25','OY-XVR','VR','Y','Y'
'F','DD4E81','Silent 2 Electro','D-MJEM','EM','Y','Y'
'F','DD4E83','DG-200','G-CJDP','JDP','Y','Y'
'F','DD4E84','Libelle Std','DCLM','CLM','Y','Y'
'F','DD4E8B','Ventus 2','F-CIGG','GG','Y','Y'
'F','DD4E8C','Pegase','F-CHLC','LC','Y','Y'
'F','DD4E8E','Astir CS','F-CFML','ML','Y','Y'
'F','DD4E9D','ASH-25','G-CHXO','711','Y','Y'
'F','DD4E9E','LS-6','G-CHGP','L6','Y','Y'
'F','DD4EA5','Ventus 2','HB-3194','HQ','Y','Y'
'F','DD4EA6','Cirrus Std','G-CFGU','806','Y','Y'
'F','DD4EB2','EuroFox','G-OSGU','GGU','Y','Y'
'F','DD4EB5','LS-1 f','D-8982','LX','Y','Y'
'F','DD4EB9','LS-3','G-LSGM','GM','Y','Y'
'F','DD4EBB','LS-8 st 18','G-CKMA','KMA','Y','Y'
'F','DD4EBE','Duo Discus xt','G-CKOL','OL','Y','Y'
'F','DD4EC3','','','','Y','N'
'F','DD4ECE','PIK-20 D','G-DDOU','DOU','Y','Y'
'F','DD4ED0','Astir CS-77','IKQ','','Y','Y'
'F','DD4ED4','DG-800','G-DGCL','CL','Y','Y'
'F','DD4ED7','Duo Discus xt','','P7','Y','Y'
'F','DD4EDB','Discus','OY-XPM','PM','Y','Y'
'F','DD4EDC','Twin Astir III','OY-XTG','TG','Y','Y'
'F','DD4EDE','ASK-21','OY-XVY','VY','Y','Y'
'F','DD4EDF','Discus','OY-XOK','X9','Y','Y'
'F','DD4EE1','JS-1 B Revelation','ZK-GVR','VR','Y','Y'
'F','DD4EE5','Ultralight Glider','55RS','HCS','Y','Y'
'F','DD4EE9','ASK-13','D-2066','66','Y','Y'
'F','DD4EED','SZD-50 Puchacz','OY-XUT','UT','Y','Y'
'F','DD4EEE','ASK-21','OY-XMF','X1','Y','Y'
'F','DD4EF0','Discus t','','502','Y','Y'
'F','DD4EF1','ASW-19','G-DDSX','877','Y','Y'
'F','DD4EF2','Mini Nimbus','g-cfhg','187','Y','Y'
'F','DD4EFD','LAK-19 T','G-CKOU','1UP','Y','Y'
'F','DD4EFF','ASW-20','G-EENW','ENW','Y','Y'
'F','DD4F00','LS-7','G-CHEH','795','Y','Y'
'F','DD4F01','Duo Discus t','OY-RAX','1W','Y','Y'
'F','DD4F03','SZD-51 Junior','OY-XTK','T4','Y','Y'
'F','DD4F19','ASW-24','G-CFNG','M5','Y','Y'
'F','DD4F1A','DG-300','OY-XPZ','PZ','Y','Y'
'F','DD4F1C','Pegase','F-CHDO','','Y','Y'
'F','DD4F1E','DG-300','G-CFAJ','FAJ','Y','Y'
'F','DD4F23','Pegase','F-CHKL','GO','Y','Y'
'F','DD4F25','EuroFox','NM','NM','Y','Y'
'F','DD4F2B','LS-8 18','F-CNLB','LB','Y','Y'
'F','DD4F2E','Motorplane','S5-MTI','ONE','Y','Y'
'F','DD4F3B','EuroFox','OY-9406','406','Y','Y'
'F','DD4F3E','SF-25','D-KGAH','','Y','Y'
'F','DD4F3F','SZD-59 Acro','OY-RUX','4W','Y','Y'
'F','DD4F42','Janus B','SE-URX','RX','Y','Y'
'F','DD4F43','DG-100','G-SHHH','EKP','Y','Y'
'F','DD4F49','Duo Discus t','OY-XXH','XH','Y','Y'
'F','DD4F4A','Pegase','F-CHGU','','Y','Y'
